position,[0],[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11],[12],[13],[14],[15],[16],[17],[18],[19],[20],[21],[22],[23],[24],[25],[26],[27],[28],[29],[30],[31],[32]
right,"0.49818551540374756,0.354322224855423,-0.34988343715667725","0.5165640115737915,0.295626163482666,-0.3165927231311798","0.5281231999397278,0.29490676522254944,-0.31640034914016724","0.5387664437294006,0.29530227184295654,-0.3164729177951813","0.48392894864082336,0.3034933805465698,-0.30147743225097656","0.47458377480506897,0.30675584077835083,-0.30130535364151","0.4661986529827118,0.3102026879787445,-0.30165576934814453","0.5552398562431335,0.3365214169025421,-0.1134854182600975","0.4568183124065399,0.3497379422187805,-0.034890253096818924","0.519510805606842,0.4108583331108093,-0.2804777920246124","0.4813484847545624,0.41515281796455383,-0.25880172848701477","0.6714884638786316,0.6703270673751831,-0.02987491898238659","0.37690943479537964,0.6389092803001404,0.006734755821526051","0.6993575692176819,0.9888677597045898,-0.015097947791218758","0.23618219792842865,0.8610047698020935,-0.3344513475894928","0.7254276275634766,1.3746111392974854,-0.11694492399692535","0.19592013955116272,0.5709601640701294,-0.953407347202301","0.7465078830718994,1.483627438545227,-0.146458238363266","0.15320125222206116,0.47062450647354126,-1.0685397386550903","0.7145796418190002,1.4731260538101196,-0.17716455459594727","0.19042722880840302,0.3905505836009979,-1.0550357103347778","0.7007523775100708,1.4361276626586914,-0.13834582269191742","0.20722633600234985,0.4398074150085449,-0.9719178676605225","0.6095699071884155,1.374767780303955,-0.026548169553279877","0.3974136412143707,1.3700261116027832,0.029417498037219048","0.6034026741981506,1.9695444107055664,-0.062135934829711914","0.4117233157157898,1.9658854007720947,0.045622002333402634","0.5979198813438416,2.5150487422943115,0.27036821842193604","0.40583181381225586,2.5147597789764404,0.32106512784957886","0.601618230342865,2.5902819633483887,0.27958300709724426","0.3999399244785309,2.5876805782318115,0.3401656746864319","0.5710611939430237,2.683239221572876,-0.0983675867319107","0.4358319640159607,2.6956253051757812,-0.08620547503232956"
right,"0.4981897473335266,0.3541673421859741,-0.37890926003456116","0.5165058970451355,0.29553279280662537,-0.3452630341053009","0.528120756149292,0.29486358165740967,-0.3450738787651062","0.5388310551643372,0.2953019440174103,-0.3450941741466522","0.4839278757572174,0.3033699095249176,-0.33059120178222656","0.47460874915122986,0.306642085313797,-0.3304787278175354","0.4662197232246399,0.31007707118988037,-0.33084172010421753","0.5552250742912292,0.33667901158332825,-0.1398971527814865","0.45684483647346497,0.3497379720211029,-0.06381354480981827","0.519504964351654,0.41087228059768677,-0.30909469723701477","0.481376588344574,0.4151695668697357,-0.28781405091285706","0.6714922785758972,0.6704761981964111,-0.051044005900621414","0.3764656186103821,0.640240490436554,-0.017554232850670815","0.6995633840560913,0.9890118837356567,-0.03438904508948326","0.23375241458415985,0.8582286834716797,-0.36128494143486023","0.7254024744033813,1.374727725982666,-0.13592471182346344","0.18512630462646484,0.5825860500335693,-0.9571162462234497","0.7445752620697021,1.4847183227539062,-0.16827638447284698","0.1514899581670761,0.48566538095474243,-1.0740185976028442","0.712053120136261,1.4734526872634888,-0.19911159574985504","0.18853113055229187,0.40557175874710083,-1.0641884803771973","0.6987088918685913,1.4366546869277954,-0.1575508415699005","0.20711584389209747,0.45162615180015564,-0.9754689335823059","0.6094110012054443,1.3784428834915161,-0.02648300677537918","0.39730530977249146,1.3730438947677612,0.02933773212134838","0.603186845779419,1.9741929769515991,-0.06171505153179169","0.411740243434906,1.9707523584365845,0.04770546779036522","0.5978893637657166,2.520495891571045,0.2721565365791321","0.4061690866947174,2.5183565616607666,0.3329528272151947","0.601447343826294,2.5970780849456787,0.2827511727809906","0.40042123198509216,2.592022180557251,0.35380423069000244","0.5711236596107483,2.6863021850585938,-0.08652468770742416","0.4358343780040741,2.696847438812256,-0.07607894390821457"
right,"0.4980716407299042,0.3511260449886322,-0.379913330078125","0.5165092945098877,0.2937512993812561,-0.3463042974472046","0.5281636118888855,0.2934528887271881,-0.3461262881755829","0.5388582944869995,0.29419517517089844,-0.3461399972438812","0.483852356672287,0.30076906085014343,-0.33171409368515015","0.4745434820652008,0.3040223717689514,-0.331605464220047","0.4661812484264374,0.3074904978275299,-0.3319680094718933","0.5553955435752869,0.33642908930778503,-0.13988478481769562","0.45679351687431335,0.34819164872169495,-0.06357468664646149","0.5194749236106873,0.4097961187362671,-0.30931732058525085","0.481052041053772,0.41296449303627014,-0.2881145477294922","0.6714220643043518,0.6705093383789062,-0.05159956216812134","0.375923752784729,0.6403388977050781,-0.022875117138028145","0.6989375352859497,0.9897181987762451,-0.03515300899744034","0.23549416661262512,0.859489917755127,-0.37911733984947205","0.7165078520774841,1.3753563165664673,-0.13590452075004578","0.1794946938753128,0.5985488295555115,-1.02016282081604","0.7427179217338562,1.4864585399627686,-0.16793431341648102","0.14576013386249542,0.5095406174659729,-1.1388450860977173","0.709709882736206,1.4757016897201538,-0.19898173213005066","0.18622957170009613,0.4166933596134186,-1.1324830055236816","0.6966429352760315,1.438618779182434,-0.1573794186115265","0.20526552200317383,0.46319857239723206,-1.040786862373352","0.6099745035171509,1.3789111375808716,-0.026277845725417137","0.39761242270469666,1.3739609718322754,0.029120951890945435","0.6042672991752625,1.9751760959625244,-0.05940577760338783","0.4122912287712097,1.9719818830490112,0.043680209666490555","0.6000062227249146,2.522061586380005,0.2807851731777191","0.40919792652130127,2.51967453956604,0.33120086789131165","0.6035358905792236,2.5988640785217285,0.29066944122314453","0.4041559398174286,2.5932137966156006,0.3516490161418915","0.5750957727432251,2.6872706413269043,-0.08034949004650116","0.4383600056171417,2.6980512142181396,-0.07626435160636902"
right,"0.4972536265850067,0.3512241244316101,-0.3811112642288208","0.5158054828643799,0.2939354181289673,-0.34949931502342224","0.5275344848632812,0.2937498986721039,-0.3493403494358063","0.5384787917137146,0.2946208119392395,-0.3493450880050659","0.48337313532829285,0.3007720410823822,-0.33421090245246887","0.47425058484077454,0.3040125072002411,-0.3340926170349121","0.4660789668560028,0.30744239687919617,-0.33447566628456116","0.5552836656570435,0.33685755729675293,-0.14496657252311707","0.4568016827106476,0.34800800681114197,-0.06554089486598969","0.518389880657196,0.41012468934059143,-0.3104059398174286","0.48040205240249634,0.41305845975875854,-0.2883058786392212","0.6713895201683044,0.6714971661567688,-0.05881388485431671","0.37531694769859314,0.6402639150619507,-0.025064950808882713","0.6936694979667664,0.9920433759689331,-0.05294152721762657","0.23638859391212463,0.8740420341491699,-0.379688560962677","0.7111552953720093,1.3741978406906128,-0.17531538009643555","0.16312526166439056,0.6446560025215149,-1.0398179292678833","0.7366364002227783,1.4870998859405518,-0.20552876591682434","0.11331280320882797,0.5631633996963501,-1.154812216758728","0.7047811150550842,1.4757061004638672,-0.23387688398361206","0.1509687900543213,0.49027755856513977,-1.155966877937317","0.6924381256103516,1.4382058382034302,-0.1951567381620407","0.17891362309455872,0.5207526087760925,-1.0635838508605957","0.6086138486862183,1.3821405172348022,-0.0262743029743433","0.39626866579055786,1.3770527839660645,0.02911112643778324","0.602667510509491,1.976333498954773,-0.0591757707297802","0.4090597331523895,1.9732695817947388,0.0450860857963562","0.5980368256568909,2.5227675437927246,0.2811819016933441","0.40673592686653137,2.5200369358062744,0.3360375165939331","0.601621687412262,2.5991930961608887,0.2918415069580078","0.4020943343639374,2.5932953357696533,0.35691219568252563","0.573152482509613,2.687530755996704,-0.07331213355064392","0.43504637479782104,2.698063850402832,-0.07272159308195114"
right,"0.4944344758987427,0.35235458612442017,-0.37858471274375916","0.5137283205986023,0.2950468957424164,-0.34907272458076477","0.5256843566894531,0.29500672221183777,-0.3489380180835724","0.5370975732803345,0.2960864305496216,-0.3489232361316681","0.48128262162208557,0.3017180263996124,-0.33241286873817444","0.4724687337875366,0.30492913722991943,-0.3323071300983429","0.4646022617816925,0.3083672821521759,-0.3326931893825531","0.5549582242965698,0.3375316262245178,-0.1587890237569809","0.4565863609313965,0.3481355905532837,-0.06709998100996017","0.5167127847671509,0.41089218854904175,-0.30861762166023254","0.4788345992565155,0.41419604420661926,-0.28600770235061646","0.6716786026954651,0.6716048121452332,-0.0813363790512085","0.37350788712501526,0.6402211785316467,-0.020917300134897232","0.6925545930862427,0.9938388466835022,-0.09836620837450027","0.2364766001701355,0.8851324915885925,-0.34668102860450745","0.7117617130279541,1.3709843158721924,-0.25610867142677307","0.1560584455728531,0.6953017115592957,-1.0389683246612549","0.732157826423645,1.4821627140045166,-0.29524660110473633","0.09596557915210724,0.6442350149154663,-1.1492609977722168","0.7007087469100952,1.4697296619415283,-0.32670286297798157","0.1311597377061844,0.5873798131942749,-1.1473727226257324","0.688292920589447,1.432663083076477,-0.27663129568099976","0.16137608885765076,0.5996589660644531,-1.0572065114974976","0.6069076061248779,1.3818442821502686,-0.026625478640198708","0.3953548073768616,1.3770610094070435,0.029387718066573143","0.601983904838562,1.9736779928207397,-0.05137300863862038","0.40872716903686523,1.9718420505523682,0.047773100435733795","0.5980226397514343,2.520401954650879,0.31363457441329956","0.4083101153373718,2.5189709663391113,0.3401523530483246","0.6015742421150208,2.595792770385742,0.3288463056087494","0.4048037528991699,2.5919461250305176,0.36087003350257874","0.5740829706192017,2.682328701019287,-0.023937052115797997","0.4360002279281616,2.6926674842834473,-0.05281875282526016"
right,"0.4921039640903473,0.35454389452934265,-0.39363226294517517","0.5119184851646423,0.2972281873226166,-0.3700679540634155","0.524176836013794,0.297441691160202,-0.36991721391677856","0.5360925197601318,0.29894059896469116,-0.36986181139945984","0.47956815361976624,0.3033526539802551,-0.3496756851673126","0.4710754156112671,0.3064016103744507,-0.34954771399497986","0.463528573513031,0.30972161889076233,-0.3499220013618469","0.5547965168952942,0.3394482731819153,-0.18896198272705078","0.456450492143631,0.34834158420562744,-0.08508364111185074","0.5154266953468323,0.41305944323539734,-0.32767364382743835","0.47761663794517517,0.4163782596588135,-0.29936641454696655","0.6721909642219543,0.6760444641113281,-0.10772281140089035","0.37117308378219604,0.6409463882446289,-0.021356413140892982","0.692103922367096,0.9948999285697937,-0.12543067336082458","0.23901361227035522,0.8956775665283203,-0.34233206510543823","0.7118257284164429,1.3713643550872803,-0.30084508657455444","0.1485319882631302,0.7349492907524109,-1.0387752056121826","0.7321183085441589,1.4819748401641846,-0.3441608250141144","0.08705092966556549,0.7097634077072144,-1.1519598960876465","0.7005180716514587,1.4690133333206177,-0.3766241669654846","0.1156904324889183,0.666450560092926,-1.1625279188156128","0.6878156065940857,1.4321149587631226,-0.3229075074195862","0.14316421747207642,0.6726887822151184,-1.0645062923431396","0.6046851277351379,1.3820899724960327,-0.027045095339417458","0.3923703730106354,1.3767340183258057,0.02984069101512432","0.5943220257759094,1.9739508628845215,-0.0532744862139225","0.39861294627189636,1.9715126752853394,0.06149982661008835","0.5889023542404175,2.520991802215576,0.3139963746070862","0.39889684319496155,2.5189812183380127,0.3740241229534149","0.5923411846160889,2.5964744091033936,0.3289289176464081","0.39514482021331787,2.591870069503784,0.3956679105758667","0.5658174753189087,2.682201385498047,-0.02511783316731453","0.4263649880886078,2.692270278930664,-0.024058682844042778"
right,"0.490430623292923,0.3562740981578827,-0.40151122212409973","0.5100718140602112,0.2993280589580536,-0.38205528259277344","0.522534191608429,0.29992491006851196,-0.38188058137893677","0.5348724722862244,0.3018539249897003,-0.38178882002830505","0.4781608581542969,0.3047720789909363,-0.3602760136127472","0.46998053789138794,0.3077772557735443,-0.36013057827949524","0.4627467691898346,0.3111860752105713,-0.36047977209091187","0.554646372795105,0.3417195975780487,-0.2098812460899353","0.45645490288734436,0.3489621579647064,-0.10217424482107162","0.5146791338920593,0.4150555729866028,-0.3383665680885315","0.47716960310935974,0.4185176491737366,-0.30813339352607727","0.6725137233734131,0.6778537631034851,-0.12427996098995209","0.3705778419971466,0.6419607996940613,-0.02851105108857155","0.6921491026878357,0.9988583326339722,-0.13337217271327972","0.24265584349632263,0.8969736099243164,-0.3423043191432953","0.7078346610069275,1.3728532791137695,-0.3004574179649353","0.14386072754859924,0.7684493064880371,-1.0363599061965942","0.7298821210861206,1.4811636209487915,-0.3441160321235657","0.08398683369159698,0.7495223879814148,-1.1495016813278198","0.7020303010940552,1.469171166419983,-0.3806573748588562","0.11058639734983444,0.7095307111740112,-1.1659270524978638","0.6884133815765381,1.4328298568725586,-0.3239355981349945","0.13678039610385895,0.7134952545166016,-1.065657138824463","0.6045415997505188,1.3850843906402588,-0.027036484330892563","0.3922399580478668,1.377732515335083,0.029838215559720993","0.5926865339279175,1.9758573770523071,-0.052611131221055984","0.396999716758728,1.971745491027832,0.06137518957257271","0.5875160694122314,2.5232632160186768,0.31940916180610657","0.39800578355789185,2.519831418991089,0.3699175715446472","0.5908809304237366,2.5992114543914795,0.3348054885864258","0.39429551362991333,2.5932443141937256,0.3899342715740204","0.5650945901870728,2.6822311878204346,-0.02280373126268387","0.42503800988197327,2.6920604705810547,-0.026014281436800957"
right,"0.48985055088996887,0.35855719447135925,-0.39347609877586365","0.5099050998687744,0.3011035919189453,-0.3762167990207672","0.5223885774612427,0.3018237352371216,-0.37605077028274536","0.53471839427948,0.3038572669029236,-0.3759741187095642","0.47787076234817505,0.3058648109436035,-0.35810181498527527","0.4697267413139343,0.3086177110671997,-0.35796576738357544","0.46258077025413513,0.3118463456630707,-0.3583206236362457","0.5546238422393799,0.3426034152507782,-0.1988554149866104","0.45662254095077515,0.34897029399871826,-0.0957985445857048","0.5142495036125183,0.416758269071579,-0.3377528786659241","0.4767354130744934,0.420597106218338,-0.2986418306827545","0.673019528388977,0.6794081926345825,-0.11721034348011017","0.3707413673400879,0.6414783596992493,-0.017014149576425552","0.6912114024162292,1.0065075159072876,-0.12396620959043503","0.249129980802536,0.8976029753684998,-0.3150973320007324","0.7084746956825256,1.3750633001327515,-0.2761901915073395","0.1444312185049057,0.7569295167922974,-1.0161129236221313","0.7273918390274048,1.4843475818634033,-0.3167668581008911","0.08202633261680603,0.7435015439987183,-1.126662015914917","0.697053849697113,1.4703115224838257,-0.35141417384147644","0.10910801589488983,0.7094261646270752,-1.1556318998336792","0.6838614344596863,1.4334455728530884,-0.2977244555950165","0.13490962982177734,0.7143018245697021,-1.0503427982330322","0.6034548282623291,1.3877917528152466,-0.027607198804616928","0.39192304015159607,1.3782570362091064,0.03040546178817749","0.5899029970169067,1.977686882019043,-0.05245982110500336","0.39353659749031067,1.9720494747161865,0.07501011341810226","0.5829297304153442,2.5270328521728516,0.3194834589958191","0.39391377568244934,2.522336721420288,0.3909747004508972","0.5860574841499329,2.6026926040649414,0.3348325788974762","0.3906721770763397,2.595447301864624,0.41250237822532654","0.5599508285522461,2.6852149963378906,-0.023824874311685562","0.4203551411628723,2.694211959838867,-0.0019597539212554693"
right,"0.4895159900188446,0.36050593852996826,-0.39711400866508484","0.5098103880882263,0.30324873328208923,-0.3788129389286041","0.5223720669746399,0.30389583110809326,-0.37866824865341187","0.5347356200218201,0.30580875277519226,-0.37859979271888733","0.47762665152549744,0.307515025138855,-0.3578234016895294","0.46949854493141174,0.30988994240760803,-0.3576684296131134","0.462393581867218,0.3127475082874298,-0.3580065369606018","0.5547206401824951,0.34369078278541565,-0.20159439742565155","0.45671510696411133,0.348978191614151,-0.09165222197771072","0.5140784382820129,0.4182007312774658,-0.33589059114456177","0.4765542149543762,0.42206254601478577,-0.3002244234085083","0.6735181212425232,0.6792230606079102,-0.12074601650238037","0.37079375982284546,0.6406452655792236,-0.013892934657633305","0.6909128427505493,1.0064777135849,-0.1483614593744278","0.2613505423069,0.9058858752250671,-0.31765633821487427","0.7039924263954163,1.369516372680664,-0.322762131690979","0.1559440940618515,0.7564918398857117,-1.0249758958816528","0.7162260413169861,1.4794076681137085,-0.37083443999290466","0.08526059240102768,0.7290728092193604,-1.1412925720214844","0.6816120147705078,1.4604761600494385,-0.39962294697761536","0.11301486194133759,0.6802662014961243,-1.1620572805404663","0.6699192523956299,1.4231072664260864,-0.34243613481521606","0.13558349013328552,0.6898389458656311,-1.0570803880691528","0.6045041680335999,1.3820666074752808,-0.030608560889959335","0.39262256026268005,1.371858835220337,0.03348840773105621","0.5904000401496887,1.9759950637817383,-0.05604210123419762","0.39363715052604675,1.9687339067459106,0.07926307618618011","0.5855314135551453,2.5248446464538574,0.3133102357387543","0.3973180651664734,2.5197675228118896,0.3886679708957672","0.5895185470581055,2.6004834175109863,0.3277944326400757","0.39472565054893494,2.5924410820007324,0.40997594594955444","0.5621952414512634,2.6821646690368652,-0.040114544332027435","0.42400062084198,2.692469835281372,-0.007184502203017473"
right,"0.48959076404571533,0.36032435297966003,-0.39941808581352234","0.5101574659347534,0.30320584774017334,-0.3778347074985504","0.52284836769104,0.3038216233253479,-0.3776980936527252","0.5351772904396057,0.3056601285934448,-0.37763842940330505","0.47766920924186707,0.30725595355033875,-0.356283962726593","0.4695291519165039,0.30938512086868286,-0.35610514879226685","0.462436318397522,0.31197747588157654,-0.3564155399799347","0.5549992918968201,0.3435012400150299,-0.19564978778362274","0.45695778727531433,0.3477994501590729,-0.08885457366704941","0.5140301585197449,0.41808608174324036,-0.33507660031318665","0.47645002603530884,0.42176324129104614,-0.30128318071365356","0.6740347146987915,0.6796225905418396,-0.11824575066566467","0.3708251714706421,0.6402249932289124,-0.011228588409721851","0.6920618414878845,1.009079098701477,-0.16253305971622467","0.26716601848602295,0.9229079484939575,-0.3191835582256317","0.7041677832603455,1.3698477745056152,-0.3550677001476288","0.17131869494915009,0.7494311332702637,-1.0628334283828735","0.7175687551498413,1.4798318147659302,-0.4088359773159027","0.10396226495504379,0.7069674134254456,-1.185781478881836","0.6834508776664734,1.461094856262207,-0.4379771947860718","0.13247618079185486,0.6540428996086121,-1.1976242065429688","0.6713254451751709,1.4237451553344727,-0.3756212294101715","0.15753358602523804,0.6681663393974304,-1.091835379600525","0.6045172810554504,1.3823034763336182,-0.03456665575504303","0.39265578985214233,1.3720061779022217,0.03759577125310898","0.5908512473106384,1.9766920804977417,-0.08565527945756912","0.39421480894088745,1.9687775373458862,0.081476591527462","0.5848483443260193,2.5252890586853027,0.2733878195285797","0.3954067826271057,2.519737482070923,0.38592398166656494","0.5888649225234985,2.6007535457611084,0.2861604392528534","0.3924773931503296,2.592440366744995,0.40727996826171875","0.5588005185127258,2.682783365249634,-0.09412629157304764","0.4189358353614807,2.692495346069336,-0.010421345941722393"
right,"0.4896562397480011,0.35958239436149597,-0.3882782757282257","0.5103291273117065,0.30282992124557495,-0.36098429560661316","0.5230076313018799,0.30337056517601013,-0.36083221435546875","0.5352917313575745,0.30503085255622864,-0.36078017950057983","0.4779518246650696,0.3067065477371216,-0.3418562710285187","0.4698152244091034,0.30873385071754456,-0.3416680097579956","0.4626605808734894,0.31116241216659546,-0.34198302030563354","0.5551478862762451,0.3434655964374542,-0.16988496482372284","0.45768648386001587,0.3474867045879364,-0.07375197857618332","0.5139403939247131,0.41785961389541626,-0.3223373591899872","0.4764576852321625,0.42133280634880066,-0.2927723228931427","0.6740537285804749,0.679239809513092,-0.10191651433706284","0.37076157331466675,0.6402586102485657,-0.010294000618159771","0.6922813653945923,1.0096509456634521,-0.1583544760942459","0.26963117718696594,0.928317129611969,-0.33376839756965637","0.7040517330169678,1.3684144020080566,-0.32327941060066223","0.17713354527950287,0.7419459819793701,-1.060153603553772","0.7280200123786926,1.480832815170288,-0.3704889118671417","0.11639449745416641,0.7039944529533386,-1.180097222328186","0.6931140422821045,1.4632644653320312,-0.4028529226779938","0.14901529252529144,0.6227104067802429,-1.187719702720642","0.6794129610061646,1.42575204372406,-0.3440890908241272","0.17337444424629211,0.6359716653823853,-1.0872563123703003","0.604345440864563,1.3816988468170166,-0.034398626536130905","0.39231055974960327,1.3715766668319702,0.0374222993850708","0.5911548733711243,1.975332498550415,-0.08266826719045639","0.3938409984111786,1.967164158821106,0.08077888190746307","0.5839346051216125,2.5217084884643555,0.2916557490825653","0.3923884630203247,2.5150272846221924,0.39624541997909546","0.5878452658653259,2.596250295639038,0.3063313066959381","0.3889947533607483,2.5867722034454346,0.4192156195640564","0.5573173761367798,2.6799604892730713,-0.0712800994515419","0.4158550202846527,2.689406394958496,0.00010347991337766871"
right,"0.48981374502182007,0.35896897315979004,-0.3852534890174866","0.5116198062896729,0.30187204480171204,-0.3569296896457672","0.5244735479354858,0.30239778757095337,-0.35680070519447327","0.5366522669792175,0.30401280522346497,-0.3567282259464264","0.4786205589771271,0.3055384159088135,-0.33816152811050415","0.4702816903591156,0.3074813187122345,-0.3379901051521301","0.4629603326320648,0.3098159432411194,-0.3383166193962097","0.5566341876983643,0.34312620759010315,-0.16192501783370972","0.4582592844963074,0.346704363822937,-0.0655846819281578","0.5140897631645203,0.41767099499702454,-0.31757500767707825","0.4764629304409027,0.4209142327308655,-0.2889286279678345","0.6742438077926636,0.6797914505004883,-0.09545355290174484","0.370764821767807,0.6403470635414124,-0.007176294457167387","0.6919562220573425,1.009490728378296,-0.14202377200126648","0.2693982720375061,0.9300433993339539,-0.3520164489746094","0.7065013647079468,1.3749116659164429,-0.31195157766342163","0.1850442737340927,0.7378371357917786,-1.0901321172714233","0.7278851866722107,1.4880999326705933,-0.3587503135204315","0.1275443583726883,0.680004894733429,-1.2117804288864136","0.6930533647537231,1.467991590499878,-0.38740473985671997","0.16139787435531616,0.5916359424591064,-1.21530020236969","0.6794871687889099,1.4291926622390747,-0.33196189999580383","0.18495729565620422,0.6108916401863098,-1.1152915954589844","0.6042815446853638,1.3859385251998901,-0.03462843596935272","0.39215323328971863,1.376170039176941,0.03763193637132645","0.5912171602249146,1.9775002002716064,-0.08114375174045563","0.39418843388557434,1.9706337451934814,0.10697538405656815","0.5841445326805115,2.5218071937561035,0.30061307549476624","0.3928702175617218,2.5153567790985107,0.45407232642173767","0.5879868865013123,2.5962576866149902,0.31590577960014343","0.38943228125572205,2.5868427753448486,0.481049507856369","0.5575082898139954,2.6815333366394043,-0.06048129126429558","0.41668233275413513,2.691584348678589,0.06623320281505585"
right,"0.489317923784256,0.3587046265602112,-0.38520699739456177","0.5113414525985718,0.30152198672294617,-0.356955885887146","0.5242432355880737,0.30206194519996643,-0.3568238317966461","0.5365001559257507,0.30365854501724243,-0.3567466735839844","0.4784306287765503,0.30511346459388733,-0.3381262421607971","0.47013846039772034,0.3070227801799774,-0.3379454016685486","0.4628455340862274,0.3093153238296509,-0.3382604420185089","0.556652843952179,0.3431217670440674,-0.16819891333580017","0.45832109451293945,0.3463943898677826,-0.06641595810651779","0.5137792825698853,0.4176412522792816,-0.31762245297431946","0.47620049118995667,0.42080163955688477,-0.2888258993625641","0.6746183633804321,0.6798667907714844,-0.10369453579187393","0.3707781434059143,0.6406518220901489,-0.007223576307296753","0.6922237277030945,1.00899338722229,-0.15807238221168518","0.2731808125972748,0.9347443580627441,-0.34804847836494446","0.7067205905914307,1.378586769104004,-0.34708860516548157","0.1839272379875183,0.7366584539413452,-1.0872747898101807","0.7321158647537231,1.4889568090438843,-0.3994612693786621","0.1262243688106537,0.676616370677948,-1.2049660682678223","0.6956633925437927,1.4699281454086304,-0.4298330843448639","0.16013988852500916,0.5914472937583923,-1.2096117734909058","0.6810052990913391,1.4319146871566772,-0.368967741727829","0.18432006239891052,0.6107050180435181,-1.1104923486709595","0.6043451428413391,1.3858872652053833,-0.03458068147301674","0.3922109603881836,1.376270055770874,0.037627678364515305","0.591729998588562,1.9775160551071167,-0.08386349678039551","0.3946342170238495,1.9708412885665894,0.09814870357513428","0.5850412249565125,2.5220208168029785,0.28897109627723694","0.3942773640155792,2.515531539916992,0.41179120540618896","0.5891804099082947,2.5965986251831055,0.30305659770965576","0.391325443983078,2.587261438369751,0.4335251450538635","0.5580577254295349,2.6815037727355957,-0.07144279032945633","0.4172351658344269,2.6915392875671387,0.021108876913785934"
right,"0.48934099078178406,0.35868895053863525,-0.40247344970703125","0.5113604664802551,0.3015196621417999,-0.3734573423862457","0.5242689251899719,0.30210432410240173,-0.3733380138874054","0.5365583896636963,0.3037698566913605,-0.37329182028770447","0.4784228503704071,0.30507346987724304,-0.35501763224601746","0.4701158106327057,0.3069547414779663,-0.3547685444355011","0.46283379197120667,0.3092613220214844,-0.3550468683242798","0.5567359924316406,0.34332147240638733,-0.17620880901813507","0.45832177996635437,0.3463168144226074,-0.0794014185667038","0.5137710571289062,0.4176301658153534,-0.33298254013061523","0.47601744532585144,0.4207897186279297,-0.30553731322288513","0.675044596195221,0.6805899739265442,-0.11048206686973572","0.37001916766166687,0.6433566808700562,-0.016270708292722702","0.6913314461708069,1.0096967220306396,-0.16086699068546295","0.280917763710022,0.9537831544876099,-0.3476928472518921","0.7074559330940247,1.380125880241394,-0.36187735199928284","0.18290098011493683,0.7792066931724548,-1.0758929252624512","0.7307863831520081,1.4896210432052612,-0.413261353969574","0.12279137969017029,0.7236843109130859,-1.1934113502502441","0.6948381066322327,1.4700124263763428,-0.44786468148231506","0.14992357790470123,0.6557468175888062,-1.199960708618164","0.6804824471473694,1.4320006370544434,-0.3850094676017761","0.17647424340248108,0.6726439595222473,-1.0996137857437134","0.6044753789901733,1.3896220922470093,-0.034531835466623306","0.39240434765815735,1.380791187286377,0.03757156804203987","0.5903326272964478,1.979623794555664,-0.13082338869571686","0.3922547698020935,1.9740254878997803,0.050101954489946365","0.5816852450370789,2.528690814971924,0.18224264681339264","0.39097535610198975,2.522984743118286,0.26222699880599976","0.5861852169036865,2.604612112045288,0.18966659903526306","0.38727205991744995,2.5958564281463623,0.2719096541404724","0.5542080402374268,2.685854434967041,-0.1968364268541336","0.4140743911266327,2.6968111991882324,-0.14967498183250427"
right,"0.48979470133781433,0.3586316406726837,-0.4023161828517914","0.511802077293396,0.30132320523262024,-0.3749031722545624","0.5246840715408325,0.301985502243042,-0.37480679154396057","0.5368722677230835,0.30370593070983887,-0.3748071789741516","0.4787772595882416,0.30478915572166443,-0.3565109372138977","0.47036826610565186,0.30675339698791504,-0.35622507333755493","0.46304094791412354,0.3091691732406616,-0.35651645064353943","0.5567587614059448,0.3433188498020172,-0.17906427383422852","0.45831647515296936,0.3463231325149536,-0.08427955955266953","0.5139582753181458,0.4175931215286255,-0.3331397473812103","0.4760509431362152,0.42086437344551086,-0.30599966645240784","0.6749451756477356,0.6803869605064392,-0.11660411208868027","0.3697323799133301,0.6444958448410034,-0.017249763011932373","0.6923269033432007,1.0068937540054321,-0.16830243170261383","0.28907567262649536,0.9632051587104797,-0.3371746838092804","0.7166143655776978,1.3801651000976562,-0.37566858530044556","0.18053537607192993,0.8043537139892578,-1.0628931522369385","0.7363945841789246,1.4893742799758911,-0.42550888657569885","0.10555510967969894,0.7707981467247009,-1.1754810810089111","0.7037662863731384,1.4690635204315186,-0.46279823780059814","0.12508802115917206,0.7178874611854553,-1.1981734037399292","0.6894791722297668,1.4311585426330566,-0.40022963285446167","0.15403930842876434,0.7292398810386658,-1.0974334478378296","0.6078037023544312,1.390761137008667,-0.03474375233054161","0.39430758357048035,1.3831406831741333,0.03782295435667038","0.5908563733100891,1.9806158542633057,-0.11917787045240402","0.39259037375450134,1.9766333103179932,0.07163499295711517","0.5818549990653992,2.530409574508667,0.21625715494155884","0.3913383185863495,2.5266480445861816,0.3131316304206848","0.5862447023391724,2.606452703475952,0.2262096256017685","0.3876727223396301,2.5993268489837646,0.32177239656448364","0.5544096231460571,2.687387228012085,-0.15818843245506287","0.4142633080482483,2.7001214027404785,-0.1059739738702774"
