position,[0],[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11],[12],[13],[14],[15],[16],[17],[18],[19],[20],[21],[22],[23],[24],[25],[26],[27],[28],[29],[30],[31],[32]
right,"0.48779481649398804,0.3714190721511841,-0.3412688374519348","0.5056486129760742,0.32088062167167664,-0.3298354744911194","0.5171254277229309,0.3194569945335388,-0.3296200931072235","0.5281645655632019,0.31869062781333923,-0.32973915338516235","0.47987279295921326,0.32985326647758484,-0.3077678680419922","0.47368699312210083,0.33377552032470703,-0.3075024485588074","0.46790260076522827,0.3376898169517517,-0.3077906370162964","0.5541831254959106,0.35374534130096436,-0.1747133582830429","0.47115668654441833,0.3660210967063904,-0.0615871325135231","0.5107704401016235,0.4225451946258545,-0.2813183069229126","0.4797689616680145,0.4271794557571411,-0.2501242160797119","0.6628366112709045,0.6422642469406128,-0.10572382807731628","0.3987273871898651,0.6103097796440125,-0.02739136479794979","0.7017166018486023,0.9768115282058716,-0.0870085060596466","0.23702242970466614,0.6627687811851501,-0.39492854475975037","0.6769062280654907,1.3523037433624268,-0.12021255493164062","0.16257230937480927,0.5741194486618042,-1.0218530893325806","0.6785107851028442,1.4767793416976929,-0.1392691284418106","0.1257501095533371,0.5254565477371216,-1.1206265687942505","0.6467283368110657,1.4635876417160034,-0.166514053940773","0.15657010674476624,0.5335510969161987,-1.1305617094039917","0.637578547000885,1.4237295389175415,-0.13238151371479034","0.17742493748664856,0.5503455400466919,-1.0470277070999146","0.5901430249214172,1.3505632877349854,-0.03883007913827896","0.396626740694046,1.3260985612869263,0.041347287595272064","0.5776776075363159,1.9005262851715088,-0.031978707760572433","0.3962758183479309,1.8756948709487915,0.0738716647028923","0.5646611452102661,2.4012691974639893,0.3421074450016022","0.3868454396724701,2.3737127780914307,0.35368812084198","0.5677464604377747,2.4691295623779297,0.35788458585739136","0.3837818503379822,2.4391283988952637,0.37461569905281067","0.5355232357978821,2.551015615463257,0.01372804306447506","0.4011741578578949,2.5383448600769043,-0.010952628217637539"
right,"0.487559974193573,0.3712027072906494,-0.341459721326828","0.5054070353507996,0.32088518142700195,-0.33065444231033325","0.5168598294258118,0.3194628953933716,-0.33043941855430603","0.5278740525245667,0.3187060058116913,-0.33055025339126587","0.47972914576530457,0.3298342227935791,-0.30789878964424133","0.4735409915447235,0.33374857902526855,-0.3076304793357849","0.46771156787872314,0.33766093850135803,-0.3079186677932739","0.5539267063140869,0.3537638485431671,-0.17728203535079956","0.47057899832725525,0.3660304844379425,-0.061368297785520554","0.5102909207344055,0.4224647283554077,-0.281855046749115","0.4795164465904236,0.42697325348854065,-0.25019773840904236","0.6624876260757446,0.641631007194519,-0.10839700698852539","0.39818885922431946,0.6093878149986267,-0.027028938755393028","0.7017237544059753,0.9757806658744812,-0.08745388686656952","0.23768232762813568,0.6608020067214966,-0.39211177825927734","0.6769002676010132,1.349944829940796,-0.12173839658498764","0.1589554101228714,0.5712988972663879,-1.033352017402649","0.6785776019096375,1.4738969802856445,-0.14171041548252106","0.11766832321882248,0.5199761986732483,-1.133155345916748","0.6467427611351013,1.460748314857483,-0.16899935901165009","0.15253466367721558,0.5297422409057617,-1.1482017040252686","0.6375754475593567,1.4213331937789917,-0.13429157435894012","0.17351701855659485,0.5454820990562439,-1.0609208345413208","0.5905002355575562,1.3501660823822021,-0.041450273245573044","0.39743736386299133,1.3258492946624756,0.04393457993865013","0.5788595080375671,1.8983086347579956,-0.03511565178632736","0.3979562520980835,1.874358057975769,0.07905329763889313","0.5681108236312866,2.399233102798462,0.3406561613082886","0.39119815826416016,2.37131667137146,0.36617612838745117","0.571595311164856,2.467162847518921,0.3556072413921356","0.3884998559951782,2.436331033706665,0.3883098065853119","0.540037989616394,2.5470170974731445,0.011060656048357487","0.40546971559524536,2.533719301223755,0.002831724239513278"
right,"0.48645517230033875,0.3711976110935211,-0.35186052322387695","0.5045276284217834,0.3209056854248047,-0.34132441878318787","0.516011118888855,0.3194757103919983,-0.34108200669288635","0.5270584225654602,0.31871894001960754,-0.3411574363708496","0.479213684797287,0.32985740900039673,-0.3180827796459198","0.47313860058784485,0.3337581753730774,-0.31777942180633545","0.4673509895801544,0.3376637101173401,-0.318057119846344","0.5537993311882019,0.35376879572868347,-0.18706487119197845","0.4705139100551605,0.36571112275123596,-0.07028035074472427","0.508954644203186,0.42243027687072754,-0.29281821846961975","0.4788387417793274,0.42690524458885193,-0.2603937089443207","0.6622887849807739,0.641937255859375,-0.11173753440380096","0.3975239396095276,0.608431875705719,-0.03703536465764046","0.7009959816932678,0.977531373500824,-0.08801385760307312","0.23511341214179993,0.6572813391685486,-0.3981899917125702","0.6730819940567017,1.3517210483551025,-0.12192525714635849","0.156829372048378,0.5666359066963196,-1.040602445602417","0.6735321283340454,1.477272868156433,-0.14234614372253418","0.11553242802619934,0.5162577033042908,-1.1418684720993042","0.6400830149650574,1.4629225730895996,-0.16860216856002808","0.15087492763996124,0.5272519588470459,-1.155334711074829","0.6317787170410156,1.4228510856628418,-0.13422146439552307","0.1709919422864914,0.5403452515602112,-1.0672224760055542","0.5893965363502502,1.3517777919769287,-0.040443968027830124","0.3960275948047638,1.3259601593017578,0.04296193644404411","0.5777242183685303,1.9007611274719238,-0.03310304880142212","0.39614138007164,1.8751964569091797,0.07883681356906891","0.5665907263755798,2.4017016887664795,0.3391779959201813","0.3890799880027771,2.3728268146514893,0.3616779148578644","0.5701332688331604,2.469925880432129,0.3535554111003876","0.3864208459854126,2.4379525184631348,0.38323259353637695","0.537500262260437,2.5501439571380615,0.006455631926655769","0.40364497900009155,2.537001371383667,0.0005720120389014482"
right,"0.4856263995170593,0.3713006377220154,-0.35364192724227905","0.5042198896408081,0.3209349513053894,-0.34396639466285706","0.5158471465110779,0.3194809854030609,-0.3437197804450989","0.5269888043403625,0.3187084496021271,-0.34383174777030945","0.4786803126335144,0.3300830125808716,-0.3206367492675781","0.4725877046585083,0.3340035080909729,-0.3203186094760895","0.46674883365631104,0.3379400670528412,-0.3205677270889282","0.5537605881690979,0.35373741388320923,-0.19049599766731262","0.4697769284248352,0.365741491317749,-0.07309015840291977","0.5082379579544067,0.4224669337272644,-0.29460805654525757","0.47813624143600464,0.42694926261901855,-0.2618820071220398","0.6622431874275208,0.6416404247283936,-0.12179996073246002","0.39629891514778137,0.6083531975746155,-0.03624344989657402","0.7010107636451721,0.9778491258621216,-0.11630361527204514","0.2255961298942566,0.6471421718597412,-0.3963673412799835","0.6703386902809143,1.3520729541778564,-0.1523929089307785","0.15160484611988068,0.5367686152458191,-1.0300393104553223","0.6698998212814331,1.4782593250274658,-0.175768181681633","0.10896328091621399,0.49946463108062744,-1.1292842626571655","0.635817289352417,1.4634348154067993,-0.20036731660366058","0.15008147060871124,0.5156647562980652,-1.1340289115905762","0.6285970211029053,1.4232205152511597,-0.1641274392604828","0.16801029443740845,0.530954897403717,-1.0537160634994507","0.5896092653274536,1.3535699844360352,-0.04063691943883896","0.39605557918548584,1.327046513557434,0.04317696765065193","0.5777865648269653,1.9039969444274902,-0.0325000025331974","0.3962094485759735,1.8773553371429443,0.08020839840173721","0.566608190536499,2.404177188873291,0.33714136481285095","0.38914570212364197,2.374807834625244,0.3603605628013611","0.5702378153800964,2.472774028778076,0.3513299226760864","0.3865605890750885,2.440237283706665,0.38117584586143494","0.5373573899269104,2.5544047355651855,0.005021790973842144","0.4037920832633972,2.5422701835632324,-0.004545229487121105"
right,"0.4855009615421295,0.370947927236557,-0.339810311794281","0.5042256712913513,0.32011085748672485,-0.3327927589416504","0.5158544182777405,0.31857091188430786,-0.33254697918891907","0.5269915461540222,0.31773847341537476,-0.3326726257801056","0.47868266701698303,0.329513818025589,-0.308942049741745","0.472603976726532,0.3334929943084717,-0.3086792528629303","0.4667847454547882,0.33746039867401123,-0.3089383840560913","0.5536860823631287,0.35321494936943054,-0.1896180510520935","0.4697931408882141,0.3651651442050934,-0.07152045518159866","0.5080631375312805,0.4224584400653839,-0.28551042079925537","0.4779967665672302,0.4269126355648041,-0.25214508175849915","0.6623436212539673,0.6416609883308411,-0.12242212146520615","0.3961400091648102,0.607947051525116,-0.03166893869638443","0.7009105682373047,0.9778360724449158,-0.1314675658941269","0.22339914739131927,0.647163450717926,-0.36655038595199585","0.667890727519989,1.3514506816864014,-0.1886489987373352","0.14859727025032043,0.5381712913513184,-0.9668654203414917","0.6664541363716125,1.4777674674987793,-0.21769839525222778","0.10807087272405624,0.5020973086357117,-1.065104603767395","0.6321285367012024,1.4612677097320557,-0.24540117383003235","0.14563137292861938,0.5161563754081726,-1.0671511888504028","0.6259373426437378,1.4204968214035034,-0.20231980085372925","0.16483791172504425,0.5297754406929016,-0.9897811412811279","0.5892696380615234,1.3557939529418945,-0.03956254944205284","0.39522653818130493,1.3282259702682495,0.04214351624250412","0.5769290924072266,1.9064046144485474,-0.03227794170379639","0.39554116129875183,1.8778685331344604,0.0742502510547638","0.5643995404243469,2.4076614379882812,0.3275100886821747","0.38778457045555115,2.3759567737579346,0.3319879174232483","0.5679657459259033,2.4767961502075195,0.33985599875450134","0.38494884967803955,2.442074775695801,0.34918883442878723","0.5338289737701416,2.558439016342163,-0.004186959471553564","0.4027582108974457,2.5436439514160156,-0.029693040996789932"
right,"0.48788419365882874,0.3714772164821625,-0.3543248772621155","0.5060138702392578,0.3202255070209503,-0.3436468243598938","0.5173923373222351,0.31867608428001404,-0.3434165418148041","0.528296172618866,0.3178470730781555,-0.3435375988483429","0.47982415556907654,0.3297790288925171,-0.32215508818626404","0.4734579622745514,0.33384138345718384,-0.32189813256263733","0.4674075245857239,0.3379160463809967,-0.3221513032913208","0.5538147687911987,0.35340362787246704,-0.19023655354976654","0.46972179412841797,0.36567431688308716,-0.07923558354377747","0.5100902915000916,0.42301836609840393,-0.2953065037727356","0.4793606996536255,0.4275014400482178,-0.2647668719291687","0.6623960733413696,0.6416987776756287,-0.12356556951999664","0.3958490490913391,0.607722818851471,-0.03951938450336456","0.7008817195892334,0.9779831767082214,-0.12743665277957916","0.2232513576745987,0.6473225951194763,-0.38776662945747375","0.6680504679679871,1.3527477979660034,-0.18277578055858612","0.14643269777297974,0.541782557964325,-1.008223533630371","0.6668615937232971,1.4791033267974854,-0.21685722470283508","0.10801415890455246,0.5045316219329834,-1.1051478385925293","0.6324660778045654,1.462741732597351,-0.2426227629184723","0.14262156188488007,0.514591634273529,-1.1127171516418457","0.6260390877723694,1.421836256980896,-0.19805632531642914","0.16184847056865692,0.5286420583724976,-1.0322678089141846","0.589065670967102,1.3558170795440674,-0.03950691223144531","0.39480769634246826,1.328215479850769,0.04205251485109329","0.5767654180526733,1.9063776731491089,-0.02337208390235901","0.39523905515670776,1.8784549236297607,0.07515682280063629","0.5639780163764954,2.407632827758789,0.3599375784397125","0.3873431086540222,2.3764426708221436,0.3546622693538666","0.5674524307250977,2.47666597366333,0.3759554326534271","0.3846021890640259,2.442356824874878,0.37577024102211","0.5335628986358643,2.5583271980285645,0.029737962409853935","0.40194475650787354,2.5442309379577637,-0.009670420549809933"
right,"0.48949649930000305,0.3714103698730469,-0.35294702649116516","0.5073583722114563,0.32005444169044495,-0.34202635288238525","0.5184491872787476,0.31850579380989075,-0.34179383516311646","0.5291410088539124,0.3176838755607605,-0.34189921617507935","0.4810470938682556,0.3296552002429962,-0.3209521472454071","0.47447481751441956,0.33372220396995544,-0.3206747770309448","0.46832704544067383,0.3377915620803833,-0.3209317922592163","0.5540378093719482,0.35338202118873596,-0.18772576749324799","0.4697732627391815,0.3656744360923767,-0.07832670956850052","0.5113856792449951,0.42302224040031433,-0.2936634421348572","0.4804248809814453,0.42747509479522705,-0.26390430331230164","0.6623948216438293,0.641840398311615,-0.11861720681190491","0.39594051241874695,0.6055623292922974,-0.038760699331760406","0.7010729908943176,0.9779856204986572,-0.10569992661476135","0.22422672808170319,0.6463173031806946,-0.38769522309303284","0.6745103597640991,1.3533909320831299,-0.15380436182022095","0.14652754366397858,0.5424994826316833,-1.0108908414840698","0.676904022693634,1.479209542274475,-0.18007345497608185","0.1043795794248581,0.5042303204536438,-1.1083027124404907","0.6442645788192749,1.463576078414917,-0.2101198136806488","0.13980408012866974,0.5140788555145264,-1.1208804845809937","0.6353569030761719,1.4229533672332764,-0.16977156698703766","0.16106273233890533,0.5274982452392578,-1.037037968635559","0.5890030264854431,1.354977011680603,-0.03848909214138985","0.394823282957077,1.3271819353103638,0.04104948788881302","0.576614260673523,1.9041316509246826,-0.024209506809711456","0.39498692750930786,1.8763576745986938,0.06580691784620285","0.5635592341423035,2.4049596786499023,0.3554564118385315","0.386148601770401,2.374425172805786,0.34066757559776306","0.5668325424194336,2.4736146926879883,0.370985209941864","0.38318076729774475,2.440675973892212,0.36113864183425903","0.5332441926002502,2.5550966262817383,0.02191748283803463","0.40041884779930115,2.5394446849823,-0.023899676278233528"
right,"0.48945435881614685,0.37085118889808655,-0.3479979634284973","0.5074169039726257,0.3193848133087158,-0.33639663457870483","0.5185906291007996,0.3178405463695526,-0.33616939187049866","0.5293086171150208,0.3170526325702667,-0.336232990026474","0.48106274008750916,0.3289403021335602,-0.3146733343601227","0.4745163023471832,0.3329398036003113,-0.3143685758113861","0.46840760111808777,0.336958110332489,-0.3146262466907501","0.5543916821479797,0.3525843620300293,-0.18040423095226288","0.47017449140548706,0.3640667498111725,-0.06911680847406387","0.5113637447357178,0.4225834310054779,-0.28879842162132263","0.4802941083908081,0.42712828516960144,-0.25823402404785156","0.6624183058738708,0.6418765187263489,-0.11455859988927841","0.3972793221473694,0.6040356755256653,-0.03431983292102814","0.6992685198783875,0.9794296622276306,-0.10743236541748047","0.23611412942409515,0.6443530321121216,-0.37237852811813354","0.6710771918296814,1.3532944917678833,-0.16358999907970428","0.14571720361709595,0.5382347702980042,-0.997793436050415","0.6722683310508728,1.4791315793991089,-0.1916273534297943","0.10192592442035675,0.49741601943969727,-1.0986651182174683","0.6395218372344971,1.4630717039108276,-0.2213916927576065","0.13159997761249542,0.4996006190776825,-1.1176801919937134","0.6313239336013794,1.4222407341003418,-0.1793270856142044","0.15326723456382751,0.5197605490684509,-1.027864933013916","0.5890147089958191,1.355421781539917,-0.03828144073486328","0.39519351720809937,1.32720148563385,0.04085979238152504","0.5762027502059937,1.9048151969909668,-0.026940979063510895","0.39487752318382263,1.8764327764511108,0.05357781797647476","0.5622031092643738,2.4059386253356934,0.32918068766593933","0.3845256567001343,2.374727487564087,0.3028998374938965","0.5656698942184448,2.4744350910186768,0.3417591452598572","0.3812869191169739,2.4410057067871094,0.3203255832195282","0.5305947661399841,2.5567750930786133,-0.006605215836316347","0.399288147687912,2.540508508682251,-0.06778326630592346"
right,"0.4894317090511322,0.37073463201522827,-0.33693715929985046","0.5075256824493408,0.319084107875824,-0.3230292499065399","0.5187103748321533,0.31744417548179626,-0.32278358936309814","0.5293949246406555,0.3165484070777893,-0.32280290126800537","0.481106698513031,0.32874923944473267,-0.30202600359916687","0.47455158829689026,0.3327600061893463,-0.301723450422287","0.46843263506889343,0.3367903232574463,-0.30197128653526306","0.5545198917388916,0.35157158970832825,-0.16468115150928497","0.4701617956161499,0.36378389596939087,-0.05901748314499855","0.511359453201294,0.4224594831466675,-0.2785665690898895","0.48028743267059326,0.4270687699317932,-0.24918343126773834","0.6623907089233398,0.641802966594696,-0.10561731457710266","0.39694780111312866,0.6040335893630981,-0.026616204530000687","0.699395477771759,0.9790716171264648,-0.10744675248861313","0.2360030859708786,0.6444064378738403,-0.35795941948890686","0.6709167957305908,1.3500351905822754,-0.16687200963497162","0.14409534633159637,0.5385818481445312,-0.9701738953590393","0.6718383431434631,1.4738913774490356,-0.19449558854103088","0.09970735013484955,0.497048556804657,-1.0706900358200073","0.6387725472450256,1.4572851657867432,-0.22293461859226227","0.1315348744392395,0.4994552731513977,-1.0834699869155884","0.6309425830841064,1.4172239303588867,-0.18217405676841736","0.15317347645759583,0.5205397009849548,-0.9981264472007751","0.5891143083572388,1.3538095951080322,-0.037749167531728745","0.39542850852012634,1.326204776763916,0.04038174822926521","0.576042115688324,1.9042882919311523,-0.037433139979839325","0.39483779668807983,1.8759887218475342,0.05120651796460152","0.562129557132721,2.4059407711029053,0.29621973633766174","0.38460710644721985,2.374723196029663,0.2953432500362396","0.565597414970398,2.4745373725891113,0.30598530173301697","0.3813880383968353,2.4409897327423096,0.3116339147090912","0.5306378602981567,2.556339979171753,-0.04471735283732414","0.3998038172721863,2.5403945446014404,-0.0769103467464447"
right,"0.4895622134208679,0.3707590401172638,-0.3365492820739746","0.507718563079834,0.3189791738986969,-0.3235238492488861","0.5189008116722107,0.31724247336387634,-0.3232669234275818","0.5295313000679016,0.3162759840488434,-0.3233090341091156","0.48117345571517944,0.3287813365459442,-0.30206528306007385","0.47459715604782104,0.3328399658203125,-0.30175164341926575","0.4684540927410126,0.33694082498550415,-0.30199652910232544","0.5545309782028198,0.35102906823158264,-0.16532525420188904","0.470182329416275,0.36377495527267456,-0.057532899081707","0.5117729902267456,0.42245379090309143,-0.27738699316978455","0.4803377687931061,0.427036851644516,-0.24739666283130646","0.6624782681465149,0.6418264508247375,-0.10079673677682877","0.3969544470310211,0.6038508415222168,-0.02641565352678299","0.699482262134552,0.9790689945220947,-0.0788547694683075","0.2331569939851761,0.648589551448822,-0.37544938921928406","0.6746900081634521,1.356838583946228,-0.10755450278520584","0.14109233021736145,0.56244295835495,-1.0179516077041626","0.6776266098022461,1.4812833070755005,-0.12488056719303131","0.09700155258178711,0.5289007425308228,-1.1180061101913452","0.6453839540481567,1.469572901725769,-0.1540481299161911","0.12834061682224274,0.5321128368377686,-1.131790280342102","0.6364464163780212,1.4292182922363281,-0.12172067910432816","0.15085189044475555,0.5498520731925964,-1.0458261966705322","0.5890077352523804,1.3550313711166382,-0.037757519632577896","0.3953157663345337,1.327520489692688,0.040391478687524796","0.5760473012924194,1.905079960823059,-0.027162842452526093","0.394572913646698,1.8780065774917603,0.051967017352581024","0.5619080066680908,2.406637668609619,0.3442293405532837","0.3833109438419342,2.377342700958252,0.2994261384010315","0.5653200149536133,2.475163698196411,0.3591471016407013","0.38055557012557983,2.4439351558685303,0.31723424792289734","0.5298939943313599,2.557168483734131,0.006837258581072092","0.39525488018989563,2.542736530303955,-0.07390560209751129"
right,"0.48950469493865967,0.3710864186286926,-0.2781579792499542","0.5075886249542236,0.3189155161380768,-0.2775702476501465","0.5187768340110779,0.3171417713165283,-0.27735164761543274","0.5293923020362854,0.3161654472351074,-0.27742549777030945","0.48112353682518005,0.3288242816925049,-0.24613171815872192","0.4745722711086273,0.3329545259475708,-0.245847687125206","0.4684453308582306,0.33714017271995544,-0.24609366059303284","0.5544103980064392,0.3509490489959717,-0.16019858419895172","0.47024887800216675,0.36377742886543274,-0.015197954140603542","0.5117686986923218,0.42279747128486633,-0.23480646312236786","0.48028308153152466,0.4274779260158539,-0.1924181878566742","0.6624317765235901,0.6418498754501343,-0.1024852842092514","0.3986354172229767,0.6043184399604797,0.012064103968441486","0.6995706558227539,0.979064404964447,-0.12238606065511703","0.24752457439899445,0.6557509899139404,-0.2815619707107544","0.6747511625289917,1.359641671180725,-0.1788768172264099","0.13543717563152313,0.5858249068260193,-0.8975229859352112","0.6775282621383667,1.484070897102356,-0.20507127046585083","0.09242703020572662,0.5685135722160339,-0.9917930364608765","0.6458181142807007,1.4725008010864258,-0.24498151242733002","0.1105191558599472,0.5727329254150391,-1.027651309967041","0.6369874477386475,1.4314433336257935,-0.19718240201473236","0.13323655724525452,0.5887405872344971,-0.9362279176712036","0.5887079238891602,1.3547399044036865,-0.03937704861164093","0.3978998363018036,1.3273335695266724,0.04190846160054207","0.5741634368896484,1.9036078453063965,-0.039929285645484924","0.39428696036338806,1.8760050535202026,0.025818627327680588","0.5587604641914368,2.408571720123291,0.29929718375205994","0.38183990120887756,2.3799993991851807,0.2261129468679428","0.5621935725212097,2.476938486099243,0.311039000749588","0.3793465495109558,2.447225332260132,0.23741140961647034","0.5274520516395569,2.5575900077819824,-0.03292841836810112","0.3920331597328186,2.5431506633758545,-0.14799827337265015"
right,"0.48960167169570923,0.3712308704853058,-0.2856670618057251","0.5076332092285156,0.31891152262687683,-0.28142067790031433","0.518825113773346,0.3171362578868866,-0.2812153697013855","0.5294287800788879,0.31616005301475525,-0.2813001871109009","0.4811393916606903,0.328970730304718,-0.2531856298446655","0.4745807647705078,0.3332524001598358,-0.252868115901947","0.4684462249279022,0.3376244008541107,-0.25310590863227844","0.5543680191040039,0.3510822057723999,-0.15481829643249512","0.4701690077781677,0.3641563355922699,-0.019682878628373146","0.512116551399231,0.42314639687538147,-0.23713183403015137","0.48035383224487305,0.4277900159358978,-0.19883854687213898","0.6623689532279968,0.6425361633300781,-0.10114236921072006","0.3990927040576935,0.6061707735061646,0.01170339621603489","0.6988583207130432,0.9797417521476746,-0.12186679244041443","0.2458033561706543,0.6741793155670166,-0.27760881185531616","0.6698871850967407,1.3595832586288452,-0.17284244298934937","0.13586997985839844,0.6132782697677612,-0.8737276792526245","0.6698086857795715,1.484000325202942,-0.1976393759250641","0.09329283237457275,0.5926961302757263,-0.9674156904220581","0.6390944719314575,1.4711081981658936,-0.2340162694454193","0.11465046554803848,0.6001237630844116,-0.9955368638038635","0.6319579482078552,1.4297008514404297,-0.18929363787174225","0.1361486166715622,0.6195017695426941,-0.9083996415138245","0.5865877270698547,1.35396146774292,-0.03788105770945549","0.39753761887550354,1.3260737657546997,0.04042644426226616","0.5686444640159607,1.9030532836914062,-0.039918601512908936","0.3893999457359314,1.8753093481063843,0.014816471375524998","0.5528078079223633,2.409442663192749,0.2942086458206177","0.37836161255836487,2.382674217224121,0.2101622223854065","0.5553505420684814,2.477959394454956,0.3057100474834442","0.37645289301872253,2.451266050338745,0.22084756195545197","0.5245144367218018,2.5578954219818115,-0.034989580512046814","0.38703763484954834,2.5432894229888916,-0.1624765694141388"
right,"0.49039024114608765,0.371206670999527,-0.290207177400589","0.5079671144485474,0.3188101053237915,-0.28290900588035583","0.5191650390625,0.31707561016082764,-0.28274086117744446","0.5296990871429443,0.3161349892616272,-0.28282418847084045","0.4812994599342346,0.32884979248046875,-0.25648272037506104","0.47470444440841675,0.33314570784568787,-0.2561712861061096","0.46850839257240295,0.3375273644924164,-0.2564064562320709","0.5543798208236694,0.35107460618019104,-0.14466069638729095","0.4698980450630188,0.36406823992729187,-0.01692359894514084","0.5130938291549683,0.4230859577655792,-0.2378539890050888","0.4806774854660034,0.42777618765830994,-0.20182538032531738","0.6621503233909607,0.6422572135925293,-0.09691058099269867","0.3990429639816284,0.6076676249504089,0.016637368127703667","0.6994100213050842,0.9782146215438843,-0.1199871301651001","0.24502357840538025,0.6908887028694153,-0.29615965485572815","0.6750227808952332,1.3563951253890991,-0.17983552813529968","0.13441045582294464,0.6268157362937927,-0.9113923907279968","0.6765846014022827,1.478710412979126,-0.20705251395702362","0.09364555031061172,0.6003081798553467,-1.0076842308044434","0.6464845538139343,1.4650696516036987,-0.24248963594436646","0.11745292693376541,0.6074668169021606,-1.0298799276351929","0.638468861579895,1.4248486757278442,-0.1966080367565155","0.1382763385772705,0.6276835799217224,-0.9433280229568481","0.5861402750015259,1.3497451543807983,-0.03870372474193573","0.39733898639678955,1.3236769437789917,0.04126763716340065","0.5688036680221558,1.9015023708343506,-0.055970869958400726","0.38949689269065857,1.8750126361846924,0.015855854377150536","0.5535864233970642,2.409559488296509,0.27029988169670105","0.37958547472953796,2.38364315032959,0.23649166524410248","0.5561863780021667,2.4781272411346436,0.2807745635509491","0.3782288730144501,2.4521448612213135,0.2507220208644867","0.5263339281082153,2.5578866004943848,-0.0693533718585968","0.3878675401210785,2.5434954166412354,-0.13259509205818176"
right,"0.49019479751586914,0.3712776303291321,-0.2955620586872101","0.507842481136322,0.3188092112541199,-0.2885051369667053","0.5190289616584778,0.3170730173587799,-0.2883187532424927","0.5295234322547913,0.31613677740097046,-0.288400799036026","0.48129743337631226,0.32885169982910156,-0.26180076599121094","0.4747256934642792,0.33314192295074463,-0.2614797055721283","0.46857568621635437,0.3375137746334076,-0.2617100179195404","0.5543381571769714,0.35105279088020325,-0.15536436438560486","0.4704298973083496,0.36400794982910156,-0.02222532592713833","0.5130164623260498,0.42308181524276733,-0.24308142066001892","0.4806666374206543,0.4277800917625427,-0.2070746123790741","0.6620644927024841,0.6419414281845093,-0.10941322892904282","0.40000119805336,0.6090443730354309,0.013408759608864784","0.6995987296104431,0.9773531556129456,-0.12484008818864822","0.24850304424762726,0.7060257792472839,-0.2978464663028717","0.6751357316970825,1.3549988269805908,-0.1819842904806137","0.13473646342754364,0.632011890411377,-0.9136925935745239","0.6770541071891785,1.4758137464523315,-0.210893914103508","0.09775224328041077,0.5917274951934814,-1.0106803178787231","0.6463876366615295,1.4623528718948364,-0.24568477272987366","0.1217961385846138,0.6038352847099304,-1.0328508615493774","0.6383135914802551,1.4227811098098755,-0.19835743308067322","0.13858409225940704,0.6223265528678894,-0.9458145499229431","0.5861444473266602,1.3460060358047485,-0.03916584327816963","0.39749857783317566,1.3205032348632812,0.04178614169359207","0.5689241290092468,1.8985991477966309,-0.05605977773666382","0.3896317780017853,1.873121976852417,0.021441150456666946","0.5538517832756042,2.4091384410858154,0.2780603766441345","0.38001739978790283,2.383505344390869,0.2469140589237213","0.5565001368522644,2.4779560565948486,0.28932127356529236","0.3787950277328491,2.4521048069000244,0.2613258361816406","0.5264010429382324,2.5547711849212646,-0.06031735613942146","0.38833901286125183,2.5409557819366455,-0.12578657269477844"
right,"0.4877452254295349,0.371071457862854,-0.2901945412158966","0.5059524178504944,0.3186300992965698,-0.28689807653427124","0.5173124670982361,0.3168991506099701,-0.2867148518562317","0.528049886226654,0.31599295139312744,-0.28678327798843384","0.4803176820278168,0.3287002146244049,-0.2562401592731476","0.4740525186061859,0.332985520362854,-0.2559504806995392","0.4680357575416565,0.33736634254455566,-0.25619596242904663","0.5540956258773804,0.3508005142211914,-0.15905030071735382","0.47047150135040283,0.3638894259929657,-0.018075954169034958","0.5109028220176697,0.4227975010871887,-0.24291440844535828","0.4795061945915222,0.4277384579181671,-0.2019623965024948","0.6620491147041321,0.6417163014411926,-0.11115646362304688","0.4015273153781891,0.6098349094390869,0.01724780909717083","0.7004220485687256,0.9769731163978577,-0.12464111298322678","0.25419822335243225,0.7148319482803345,-0.2936955690383911","0.6758489608764648,1.3524590730667114,-0.17836253345012665","0.1365937441587448,0.637216329574585,-0.9194034337997437","0.6780334711074829,1.4724103212356567,-0.20618849992752075","0.10239847749471664,0.5877834558486938,-1.0165984630584717","0.6470822095870972,1.458259105682373,-0.2401035577058792","0.12973077595233917,0.6035866141319275,-1.0393987894058228","0.6387317776679993,1.418947458267212,-0.19437476992607117","0.14396901428699493,0.6223098039627075,-0.9516546130180359","0.5860117077827454,1.3460934162139893,-0.039551280438899994","0.39761245250701904,1.3205207586288452,0.04215015098452568","0.5689735412597656,1.8984501361846924,-0.055686090141534805","0.39018455147743225,1.8728173971176147,0.02083556540310383","0.5542094111442566,2.409611225128174,0.2761908769607544","0.38132327795028687,2.3838672637939453,0.23712097108364105","0.5568676590919495,2.4785940647125244,0.28700441122055054","0.3799959719181061,2.452577829360962,0.2503544092178345","0.5270916819572449,2.554776906967163,-0.05912596732378006","0.3894844353199005,2.5408318042755127,-0.1324516087770462"
